date,time,symbol,dip_score,is_dip,fund_pass,price,ma50,ma200,rsi,week52_pct,fcf_usd,fcf_yield_pct,profit_margin_pct,debt_to_equity,roe_pct,pe,price_source,fail_reasons
2026-03-06,15:50:49,CSCO,0,False,True,78.45,79.92,76.12,48.1,76,19037000000,6.06,22.13,1.99,31.7,24.9,IBKR,
2026-03-06,15:50:49,SAP,2,False,True,201.12,201.63,236.34,44.9,5,,,,,,,IBKR,
2026-03-06,15:50:49,PG,0,False,True,154.38,160.37,148.82,43.9,50,13786000000,,17.87,1.53,31.3,,IBKR,
2026-03-06,15:50:49,HIMS,4,True,False,15.55,16.45,33.49,30.6,2,70100000,,-2.70,0.74,-7.6,,IBKR,profitMargin=-2.7% < MIN=5.0%; ROE=-7.6% < MIN=10.0%
2026-03-06,15:50:49,RTX,0,False,False,208.78,201.86,184.55,59.1,97,5468000000,1911.62,4.64,1.68,5.3,0.1,IBKR,profitMargin=4.6% < MIN=5.0%; ROE=5.3% < MIN=10.0%
2026-03-06,15:50:49,MRK,0,False,False,116.02,120.55,103.26,45.6,85,9143000000,,0.61,,0.8,,IBKR,profitMargin=0.6% < MIN=5.0%; FCF grew in fewer than 2 of last 3 year(s); ROE=0.8% < MIN=10.0%
2026-03-06,15:50:49,UNH,2,False,True,286.33,285.54,321.93,44.9,15,25682000000,9.80,6.02,6.92,79.1,11.7,IBKR,
2026-03-06,15:50:49,IBM,1,False,False,258.06,256.63,290.16,47.3,43,12686000000,5.25,12.13,4.02,27.5,32.2,IBKR,D/E=4.02 > MAX=3.0 (non-financial); FCF grew in fewer than 2 of last 3 year(s)
2026-03-06,15:50:49,AXP,3,True,True,299.97,332.13,356.00,29.5,46,16996000000,8.07,22.50,9.76,33.9,25.1,IBKR,
2026-03-06,15:50:49,V,2,False,True,316.24,319.63,333.71,43.3,16,20659000000,,52.90,2.21,69.1,,IBKR,
2026-03-06,15:50:49,JNJ,0,False,False,240.18,242.95,211.35,53.9,92,18248000000,,41.28,1.41,45.8,,IBKR,FCF grew in fewer than 2 of last 3 year(s)
2026-03-06,15:50:49,GE,0,False,False,320.34,330.42,309.63,45.4,86,3610000000,1.05,134.61,5.35,49.0,36.3,IBKR,D/E=5.35 > MAX=3.0 (non-financial); FCF yield=1.05% < MIN=1.50%; FCF grew in fewer than 2 of last 3 year(s)
2026-03-06,15:50:49,PEP,0,False,False,158.90,164.71,149.39,46.1,78,7924000000,,9.92,4.51,50.3,,IBKR,D/E=4.51 > MAX=3.0 (non-financial)
2026-03-06,15:50:49,HSBC,1,False,True,84.00,88.49,77.96,42.7,79,,,,,,,IBKR,
2026-03-06,15:50:49,TMUS,0,False,False,221.50,213.74,205.34,65.2,48,8758000000,3.45,10.59,0.09,11.9,30.5,IBKR,Capex/FCF=111.91% > MAX=75.00%
2026-03-06,15:50:49,MA,1,False,False,519.56,522.61,547.58,45.5,35,11609000000,,7.63,6.41,29.4,,IBKR,D/E=6.41 > MAX=3.0 (non-financial)
2026-03-06,15:50:49,HD,2,False,False,358.41,378.75,367.82,36.4,32,11496000000,3.16,10.87,48.33,1095.1,21.3,IBKR,D/E=48.33 > MAX=3.0 (non-financial); FCF grew in fewer than 2 of last 3 year(s)
2026-03-06,15:50:49,NVS,0,False,True,159.87,163.20,140.89,50.6,87,,,,,,,IBKR,
2026-03-06,15:50:49,ASML,1,False,True,1287.67,1429.15,1191.88,37.4,74,,,,,,,IBKR,
2026-03-06,15:50:49,TMO,2,False,True,501.39,517.45,568.09,32.7,45,6927000000,,13.99,,12.1,,IBKR,
2026-03-06,15:50:49,COST,0,False,False,999.16,996.12,931.64,54.9,74,6745000000,1.52,2.60,1.96,26.6,70.4,IBKR,PE=70.4 > MAX_PE_RATIO=60.0; profitMargin=2.6% < MIN=5.0%; FCF grew in fewer than 2 of last 3 year(s)
2026-03-06,15:50:49,ISRG,1,False,False,489.52,495.91,533.06,40.5,37,1660100000,0.95,25.24,0.13,10.9,97.1,IBKR,PE=97.1 > MAX_PE_RATIO=60.0; FCF yield=0.95% < MIN=1.50%
2026-03-09,09:40:57,NVDA,1,False,False,177.69,186.15,185.83,42.3,74,28012399000,0.64,272.58,1.46,134.7,146.1,Stooq,PE=146.1 > MAX_PE_RATIO=60.0; FCF yield=0.64% < MIN=1.50%
2026-03-09,09:40:57,TSLA,1,False,False,396.73,410.17,434.61,41.1,65,4357000000,0.34,15.50,0.66,20.6,85.1,Stooq,PE=85.1 > MAX_PE_RATIO=60.0; FCF yield=0.34% < MIN=1.50%; Capex/FCF=204.25% > MAX=75.00%
2026-03-09,09:40:57,BAC,3,True,False,48.64,52.15,53.20,33.2,62,44982000000,12.15,25.60,10.86,9.6,14.1,Stooq,ROE=9.6% < MIN=10.0%
2026-03-09,09:40:57,MSFT,1,False,True,408.63,401.14,468.75,47.1,29,59475000000,1.95,34.15,1.18,35.1,42.1,Stooq,
2026-03-09,09:40:57,XOM,0,False,True,151.21,150.44,127.04,58.9,92,33450000000,5.42,14.09,0.69,13.7,17.1,Stooq,
2026-03-09,09:40:57,TSM,1,False,True,338.89,364.97,316.64,41.0,80,,,,,,,Stooq,
2026-03-09,09:40:57,AVGO,1,False,False,330.45,329.56,348.08,51.0,69,17633000000,1.14,32.09,3.68,43.1,134.7,Stooq,PE=134.7 > MAX_PE_RATIO=60.0; D/E=3.68 > MAX=3.0 (non-financial); FCF yield=1.14% < MIN=1.50%
2026-03-09,09:40:57,NOW,2,False,False,124.34,107.67,148.19,62.1,22,2704000000,2.11,19.30,2.14,34.4,74.2,Stooq,PE=74.2 > MAX_PE_RATIO=60.0
2026-03-09,09:40:57,WFC,3,True,True,80.42,86.54,88.38,34.5,55,40358000000,13.09,21.66,9.76,10.7,16.1,Stooq,
2026-03-09,09:40:57,CSCO,0,False,True,78.64,79.92,76.35,48.6,76,19037000000,6.04,22.13,1.99,31.7,25.0,Stooq,
2026-03-09,09:40:57,SAP,2,False,True,202.25,201.68,236.35,46.1,6,,,,,,,Stooq,
2026-03-09,09:40:57,PG,0,False,True,153.63,160.33,149.63,42.3,41,13786000000,,17.87,1.53,31.3,,Stooq,
2026-03-09,09:40:57,HIMS,3,True,False,15.74,16.46,33.49,31.2,2,70100000,,-2.70,0.74,-7.6,,Stooq,profitMargin=-2.7% < MIN=5.0%; ROE=-7.6% < MIN=10.0%
2026-03-09,09:40:57,RTX,0,False,False,209.76,202.21,185.30,59.6,98,5468000000,1902.69,4.64,1.68,5.3,0.1,Stooq,profitMargin=4.6% < MIN=5.0%; ROE=5.3% < MIN=10.0%
2026-03-09,09:40:57,MRK,0,False,False,115.79,120.54,103.61,45.1,84,9143000000,,0.61,,0.8,,Stooq,profitMargin=0.6% < MIN=5.0%; FCF grew in fewer than 2 of last 3 year(s); ROE=0.8% < MIN=10.0%
2026-03-09,09:40:57,UNH,2,False,True,286.48,285.55,322.81,44.9,14,25682000000,9.80,6.02,6.92,79.1,11.7,Stooq,
2026-03-09,09:40:57,IBM,1,False,False,258.85,256.84,291.89,47.5,40,12686000000,5.23,12.13,4.02,27.5,32.3,Stooq,D/E=4.02 > MAX=3.0 (non-financial); FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,09:40:57,AXP,3,True,True,301.00,332.18,356.46,29.8,45,16996000000,8.04,22.50,9.76,33.9,25.2,Stooq,
2026-03-09,09:40:57,V,2,False,True,317.36,319.75,334.44,44.1,16,20659000000,,52.90,2.21,69.1,,Stooq,
2026-03-09,09:40:57,JNJ,0,False,False,240.40,243.67,212.74,53.2,92,18248000000,,41.28,1.41,45.8,,Stooq,FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,09:40:57,GE,0,False,False,323.11,330.56,309.84,47.1,87,3610000000,1.04,134.61,5.35,49.0,36.6,Stooq,D/E=5.35 > MAX=3.0 (non-financial); FCF yield=1.04% < MIN=1.50%; FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,09:40:57,PEP,0,False,False,159.43,166.13,151.26,44.6,74,7924000000,,9.92,4.51,50.3,,Stooq,D/E=4.51 > MAX=3.0 (non-financial)
2026-03-09,09:40:57,HSBC,1,False,True,84.05,88.49,78.05,42.8,78,,,,,,,Stooq,
2026-03-09,09:40:57,TMUS,0,False,False,221.58,214.46,206.60,64.6,45,8758000000,3.45,10.59,0.09,11.9,30.5,Stooq,Capex/FCF=111.91% > MAX=75.00%
2026-03-09,09:40:57,MA,1,False,False,522.34,522.75,548.11,47.0,36,11609000000,,7.63,6.41,29.4,,Stooq,D/E=6.41 > MAX=3.0 (non-financial)
2026-03-09,09:40:57,HD,2,False,False,357.92,378.72,368.70,36.1,28,11496000000,3.16,10.87,48.33,1095.1,21.3,Stooq,D/E=48.33 > MAX=3.0 (non-financial); FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,09:40:57,NVS,0,False,True,160.12,163.21,140.89,51.1,87,,,,,,,Stooq,
2026-03-09,09:40:57,ASML,1,False,True,1292.80,1429.60,1193.40,37.8,75,,,,,,,Stooq,
2026-03-09,09:40:57,TMO,2,False,True,501.97,517.48,568.28,32.8,45,6927000000,,13.99,,12.1,,Stooq,
2026-03-09,09:40:57,COST,0,False,False,998.19,996.00,932.74,54.6,72,6745000000,1.52,2.60,1.96,26.6,70.3,Stooq,PE=70.3 > MAX_PE_RATIO=60.0; profitMargin=2.6% < MIN=5.0%; FCF grew in fewer than 2 of last 3 year(s)
2026-03-09,09:40:57,ISRG,1,False,False,490.29,495.95,533.07,40.9,37,1660100000,0.95,25.24,0.13,10.9,97.2,Stooq,PE=97.2 > MAX_PE_RATIO=60.0; FCF yield=0.95% < MIN=1.50%
